Chromosome,Start,End,Strand,P-RING1B,KO-RING1B,log2('P-RING1B' divided by 'KO-RING1B'),P-BMI,KO-BMI,log2('P-BMI' divided by 'KO-BMI'),P-SUZ12,KO-SUZ12,log2('P-SUZ12' divided by 'KO-SUZ12'),KO-MEL18,P-MEL18,log2('P-MEL18' divided by 'KO-MEL18'),P-H3K27Me3,KO-H3K27Me3,log2('P-H3K27Me3' divided by 'KO-H3K27Me3'),P-CBX4,KO-CBX4,log2('P-CBX4' divided by 'KO-CBX4'),P-CBX8,KO-CBX8,log2('P-CBX8' divided by 'KO-CBX8'),P-RYBP,KO-RYBP,log2('P-RYBP' divided by 'KO-RYBP'),Gene Name,Nearest Ensembl,,
chr9,36029104,36033055,+,1.91,1.01,0.92,3.42,1.90,0.85,3.50,0.89,1.97,2.57,1.83,-0.49,22.35,244.01,-3.45,2.80,1.22,1.19,2.08,3.44,-0.73,0.86,0.74,0.21,RECK,ENSG00000122707,,
chr1,7959391,7961417,+,3.68,2.37,0.63,4.18,3.11,0.42,4.80,1.80,1.42,6.09,2.64,-1.20,22.33,279.09,-3.64,3.25,2.38,0.45,2.55,7.64,-1.58,2.29,1.81,0.34,PARK7,ENSG00000116288,,
chr1,200228409,200229035,+,3.79,2.58,0.55,6.44,5.19,0.31,4.03,2.23,0.85,7.87,3.50,-1.17,22.30,401.05,-4.17,3.69,2.67,0.47,3.64,10.66,-1.55,1.38,1.50,-0.12,LINC00862,ENSG00000203721,,
chr2,176179148,176180779,+,4.37,2.94,0.57,5.40,3.88,0.48,3.87,2.28,0.76,6.29,3.44,-0.87,22.29,309.18,-3.79,3.94,2.47,0.67,3.03,7.82,-1.37,1.96,1.36,0.53,HAGLROS,,,
chr12,13042778,13044585,+,2.04,2.12,-0.06,3.01,2.73,0.14,4.23,1.39,1.61,3.45,1.47,-1.23,22.28,337.42,-3.92,2.31,1.60,0.53,2.01,4.99,-1.31,1.30,1.01,0.36,FAM234B,ENSG00000084444,,
chr9_KI270717v1_random,24988,25237,+,4.77,1.13,2.08,5.73,2.71,1.08,3.15,0.78,2.01,3.82,3.09,-0.31,22.28,111.41,-2.32,4.53,1.15,1.98,5.01,4.85,0.05,1.10,0.67,0.72,,,,
chr6,11031830,11034320,+,3.58,3.16,0.18,6.36,6.59,-0.05,4.94,2.13,1.22,9.97,3.44,-1.53,22.28,590.78,-4.73,4.23,2.78,0.60,3.34,13.38,-2.00,1.32,0.95,0.47,ELOVL2-AS1,,,
chr8,38736629,38738217,+,4.66,2.83,0.72,5.09,3.55,0.52,4.08,1.71,1.26,5.63,2.60,-1.11,22.26,286.74,-3.69,3.95,2.58,0.61,3.19,7.22,-1.18,2.01,1.48,0.44,TACC1,ENSG00000147526,,
chr17,21322944,21325507,+,3.04,2.06,0.56,4.16,3.74,0.16,3.69,2.03,0.86,4.22,2.15,-0.97,22.25,421.32,-4.24,3.10,1.82,0.77,3.00,6.30,-1.07,2.38,1.42,0.75,MAP2K3,ENSG00000034152,,
chr15,98547048,98549010,+,4.53,4.20,0.11,5.10,5.74,-0.17,3.83,2.26,0.76,11.00,3.76,-1.55,22.18,496.36,-4.48,3.84,3.19,0.26,2.91,11.92,-2.04,1.63,1.67,-0.03,FAM169B,ENSG00000283597,,
chr10,3064536,3067446,+,2.70,1.76,0.62,2.84,1.94,0.55,5.22,1.60,1.71,2.53,1.76,-0.52,22.18,210.28,-3.25,2.52,1.46,0.79,1.82,2.93,-0.69,2.76,1.63,0.76,PFKP,ENSG00000067057,,
chr9,121280147,121283099,+,3.22,1.49,1.11,2.75,2.12,0.37,4.92,1.26,1.96,2.89,2.25,-0.36,22.12,115.51,-2.38,3.04,2.05,0.57,2.32,3.98,-0.78,2.42,1.36,0.83,GSN-AS1,ENSG00000235865,,
chr15,85281969,85284962,+,3.45,1.62,1.09,4.46,2.13,1.06,5.60,1.35,2.05,3.67,3.37,-0.13,22.09,358.09,-4.02,4.09,1.40,1.55,2.90,4.27,-0.56,1.83,0.92,0.99,GOLGA6L3,,,
chrX,119738398,119739722,+,3.65,1.61,1.18,4.71,2.18,1.11,5.95,1.50,1.99,3.61,2.49,-0.54,22.09,195.24,-3.14,4.08,1.75,1.22,2.88,3.96,-0.46,1.67,1.00,0.74,SOWAHD,ENSG00000187808,,
chr17,61577755,61581804,+,3.52,3.17,0.15,5.98,5.37,0.15,3.81,1.74,1.13,7.40,3.25,-1.19,22.08,309.28,-3.81,3.89,2.35,0.72,4.17,11.08,-1.41,1.23,1.00,0.30,NACA2,ENSG00000253506,,
chr1,25253892,25257129,+,2.38,1.83,0.38,3.28,2.35,0.48,4.08,1.57,1.37,3.21,1.69,-0.93,22.07,251.03,-3.51,2.45,1.74,0.50,1.71,4.59,-1.42,1.04,1.06,-0.04,RSRP1,ENSG00000117616,,
chr6,137489494,137492751,+,2.27,4.43,-0.97,2.45,6.08,-1.31,2.79,6.19,-1.15,8.68,1.56,-2.48,22.05,961.54,-5.45,1.95,3.11,-0.67,1.63,15.09,-3.21,1.29,1.22,0.08,OLIG3,ENSG00000177468,,
chr8,100722668,100726249,+,5.85,3.20,0.87,7.54,4.39,0.78,4.74,1.21,1.97,6.98,3.80,-0.88,22.05,239.40,-3.44,5.99,2.43,1.30,5.06,7.92,-0.65,2.97,1.78,0.74,PABPC1,ENSG00000070756,,
chr14,36323166,36325408,+,4.82,2.26,1.09,8.04,3.47,1.21,4.54,1.60,1.51,5.03,4.50,-0.16,22.05,146.28,-2.73,5.90,2.34,1.34,5.58,7.38,-0.40,1.82,1.19,0.61,MBIP,ENSG00000151332,,
chr20,50764450,50767313,+,2.04,1.70,0.26,3.04,2.65,0.20,5.71,1.48,1.95,4.52,1.99,-1.18,22.04,335.50,-3.93,2.37,2.30,0.05,1.74,5.43,-1.64,1.75,1.68,0.06,BCAS4,ENSG00000124243,,
chr6,107726637,107728731,+,3.15,1.72,0.87,4.52,3.43,0.40,4.30,1.51,1.51,4.80,2.65,-0.86,22.03,447.96,-4.35,3.42,1.70,1.01,2.69,5.41,-1.01,1.25,0.93,0.42,SCML4,ENSG00000146285,,
chr2,234027072,234027989,+,2.23,0.83,1.43,2.40,1.17,1.04,2.74,0.77,1.84,2.07,2.06,0.00,22.03,134.98,-2.62,2.34,1.09,1.10,1.86,2.13,-0.20,1.31,0.79,0.74,SPP2,ENSG00000072080,,
chr9,137044282,137050803,+,2.92,1.12,1.39,2.26,1.24,0.87,6.91,1.51,2.19,2.38,1.20,-0.99,22.02,168.54,-2.94,1.98,1.07,0.89,1.26,2.78,-1.14,4.84,1.66,1.55,NPDC1,ENSG00000107281,,
chr11,19187399,19191804,+,3.10,1.62,0.94,3.65,2.56,0.51,3.80,1.51,1.33,2.84,2.35,-0.28,22.02,142.79,-2.70,3.52,1.77,0.99,2.25,4.45,-0.98,1.97,1.61,0.30,CSRP3,ENSG00000129170,,
chr9,132563865,132565337,+,1.68,1.46,0.20,2.59,2.55,0.02,2.77,1.79,0.63,3.16,1.19,-1.41,22.00,442.68,-4.33,1.42,1.14,0.31,1.44,5.83,-2.01,0.88,0.94,-0.10,BARHL1,ENSG00000125492,,
chr14,23102416,23104841,+,1.94,1.84,0.07,2.79,2.73,0.03,4.79,1.93,1.31,3.30,1.62,-1.03,21.99,449.61,-4.35,2.21,1.47,0.58,1.54,3.79,-1.30,1.71,0.93,0.89,LMLN2,ENSG00000283654,,
chr3,124719661,124721314,+,2.45,1.03,1.25,3.92,1.85,1.08,3.46,0.92,1.91,2.21,2.33,0.08,21.98,137.90,-2.65,3.03,1.07,1.51,2.40,3.00,-0.32,1.08,0.85,0.35,UMPS,ENSG00000114491,,
chr1,144403581,144405378,+,3.66,1.87,0.97,5.97,3.86,0.63,2.93,1.62,0.85,5.98,2.83,-1.08,21.97,270.08,-3.62,3.58,2.08,0.78,3.65,7.23,-0.99,0.83,0.97,-0.22,RNVU1-15,ENSG00000207205,,
chr6,46733472,46736570,+,1.91,1.38,0.47,2.43,2.32,0.07,3.45,1.68,1.04,3.59,1.66,-1.11,21.97,313.94,-3.84,2.40,1.24,0.95,2.09,5.14,-1.30,1.75,1.30,0.43,PLA2G7,ENSG00000146070,,
chr4,13484767,13487582,+,7.22,2.63,1.46,9.49,3.67,1.37,4.78,2.05,1.22,6.63,5.68,-0.22,21.94,132.20,-2.59,7.07,2.75,1.37,5.91,7.58,-0.36,2.93,1.60,0.87,RAB28,ENSG00000157869,,
chr5,13991228,13993739,+,2.06,1.16,0.83,3.36,2.08,0.70,3.54,1.11,1.67,3.23,2.02,-0.68,21.91,205.84,-3.23,2.95,1.28,1.21,2.58,3.58,-0.47,1.47,0.84,0.81,DNAH5,ENSG00000039139,,
chr6,150142180,150144187,+,3.05,2.68,0.19,4.12,3.31,0.31,3.64,1.78,1.03,5.43,2.30,-1.24,21.91,92.22,-2.07,3.08,3.08,0.00,2.54,5.54,-1.12,4.30,3.02,0.51,PPP1R14C,ENSG00000198729,,
chr13,99648178,99649092,+,4.38,1.74,1.33,5.38,2.34,1.20,2.51,1.09,1.20,3.79,3.66,-0.05,21.89,233.88,-3.42,3.32,1.44,1.21,3.49,5.33,-0.61,1.08,0.69,0.64,MIR4306,ENSG00000263615,,
chr2,202153409,202155683,+,2.49,1.67,0.57,3.85,2.32,0.73,3.64,1.28,1.50,3.84,1.99,-0.95,21.87,310.93,-3.83,2.81,1.60,0.82,1.93,4.83,-1.32,1.32,1.13,0.22,LOC729224,,,
chr14,53952466,53955746,+,1.61,1.58,0.02,2.21,1.87,0.24,3.36,3.00,0.16,2.95,0.95,-1.64,21.82,493.83,-4.50,1.79,1.59,0.16,1.36,4.49,-1.72,2.03,1.06,0.94,BMP4,ENSG00000125378,,
chr12,26169528,26171527,+,3.13,1.78,0.82,5.85,3.86,0.60,3.63,1.30,1.48,5.85,3.34,-0.81,21.82,396.40,-4.18,3.78,2.15,0.82,3.29,8.91,-1.44,1.15,1.11,0.06,SSPN,ENSG00000123096,,
chr1,235093248,235094133,+,4.56,2.50,0.87,4.99,3.46,0.53,5.93,2.09,1.50,4.86,3.14,-0.63,21.81,366.84,-4.07,4.24,2.73,0.64,3.43,6.22,-0.86,3.91,2.28,0.78,LINC01348,,,
chr4,2055448,2059809,+,1.92,1.16,0.73,2.03,1.97,0.04,4.42,1.30,1.77,2.52,1.24,-1.02,21.79,257.14,-3.56,2.18,1.57,0.48,1.38,3.36,-1.29,1.70,1.06,0.68,NAT8L,ENSG00000185818,,
chr22,45665523,45667682,+,2.37,1.49,0.67,3.78,2.03,0.89,5.16,1.11,2.22,3.98,2.36,-0.76,21.78,268.33,-3.62,3.33,1.66,1.00,2.55,5.09,-0.99,1.69,1.21,0.48,ATXN10,ENSG00000130638,,
chr17,50304313,50306282,+,1.41,1.84,-0.39,2.17,3.49,-0.68,3.47,2.17,0.68,4.03,1.08,-1.90,21.77,657.14,-4.92,1.70,1.89,-0.15,1.30,5.49,-2.07,1.10,0.97,0.17,TMEM92-AS1,ENSG00000251179,,
chr14,34714426,34718128,+,3.07,2.33,0.40,4.27,3.15,0.44,5.85,1.40,2.07,4.94,2.71,-0.87,21.77,215.59,-3.31,4.41,2.35,0.91,3.15,6.35,-1.01,2.45,1.52,0.68,CFL2,ENSG00000165410,,
chr10,6011242,6016058,+,2.81,1.68,0.75,3.86,2.50,0.63,4.03,1.46,1.47,3.58,2.38,-0.59,21.75,259.61,-3.58,3.05,1.39,1.13,2.28,4.43,-0.96,1.28,0.70,0.87,IL15RA,ENSG00000134470,,
chr1,201977658,201983816,+,2.51,2.22,0.17,3.20,3.36,-0.07,6.48,2.11,1.62,5.98,2.23,-1.42,21.73,420.05,-4.27,2.92,2.34,0.32,2.25,6.94,-1.63,2.45,1.87,0.39,RNPEP,ENSG00000176393,,
chr4,2038977,2041904,+,1.80,1.38,0.38,2.21,1.35,0.71,3.92,1.37,1.52,2.53,0.96,-1.40,21.72,214.14,-3.30,1.97,1.64,0.26,0.95,3.17,-1.75,1.80,1.35,0.41,C4orf48,ENSG00000243449,,
chr1,110185058,110190631,+,2.25,1.59,0.50,3.35,2.37,0.50,6.07,1.74,1.80,3.97,1.62,-1.29,21.72,613.57,-4.82,2.61,1.44,0.86,1.65,4.85,-1.55,2.00,1.12,0.84,LINC02586,,,
chr22,39150067,39158646,+,4.59,3.66,0.33,5.85,5.29,0.14,6.40,2.72,1.24,7.91,3.11,-1.34,21.69,605.04,-4.80,4.78,2.76,0.79,2.81,8.98,-1.68,2.74,1.80,0.60,CBX7,ENSG00000100307,,
chr7,157041396,157042838,+,2.28,1.55,0.56,2.22,2.31,-0.05,3.25,1.95,0.74,3.37,1.26,-1.42,21.67,279.09,-3.69,1.70,1.28,0.41,1.63,3.93,-1.27,1.69,0.99,0.77,MNX1-AS1,ENSG00000243479,,
chr2,174683041,174688489,+,3.51,2.37,0.57,4.16,2.73,0.61,5.31,1.74,1.61,4.75,2.51,-0.92,21.66,228.25,-3.40,4.31,1.97,1.13,3.47,5.91,-0.77,3.02,1.76,0.78,WIPF1,ENSG00000115935,,
chr14,36320850,36322407,+,4.41,2.25,0.97,7.22,3.30,1.13,4.35,1.59,1.45,5.13,4.10,-0.32,21.65,155.28,-2.84,5.44,2.28,1.26,5.29,7.22,-0.45,1.83,1.20,0.61,MBIP,ENSG00000151332,,
chr22,38396329,38402047,+,3.69,7.06,-0.94,4.89,11.58,-1.24,6.75,3.14,1.10,18.68,5.06,-1.88,21.65,643.12,-4.89,4.94,6.09,-0.30,2.90,21.63,-2.90,3.67,2.05,0.84,TPTEP2,,,
chr2,201837593,201839465,+,3.23,1.17,1.47,5.01,1.69,1.57,4.02,1.03,1.96,3.18,2.85,-0.16,21.64,147.08,-2.76,3.73,1.60,1.22,2.86,3.80,-0.41,1.09,1.00,0.11,CDK15,ENSG00000138395,,
chr12,95545695,95546529,+,2.83,3.77,-0.41,5.76,6.04,-0.07,2.81,2.02,0.48,9.04,2.60,-1.80,21.63,402.82,-4.22,3.64,3.37,0.11,3.71,14.07,-1.92,1.23,1.25,-0.02,USP44,ENSG00000136014,,
chr1,6752647,6754844,+,2.13,1.90,0.17,3.60,3.63,-0.01,3.89,1.96,0.99,4.51,1.75,-1.36,21.61,591.22,-4.77,2.50,1.83,0.45,1.81,7.00,-1.95,1.36,0.78,0.80,LINC01672,,,
chr9,129751695,129757291,+,1.41,1.41,0.00,1.75,1.43,0.29,4.17,1.31,1.67,2.07,1.02,-1.02,21.60,422.86,-4.29,1.15,0.99,0.21,0.86,2.93,-1.77,1.01,1.21,-0.26,PTGES,ENSG00000148344,,
chr8,11731963,11735987,+,2.31,2.70,-0.23,3.20,3.96,-0.31,3.94,3.26,0.28,6.79,1.93,-1.81,21.60,547.01,-4.66,2.90,2.08,0.48,2.11,8.66,-2.04,0.98,0.97,0.01,GATA4,ENSG00000136574,,
chr3,196007926,196010467,+,2.71,1.07,1.33,3.18,2.00,0.67,3.44,1.09,1.66,3.15,1.98,-0.67,21.58,258.16,-3.58,2.70,1.12,1.27,2.10,3.22,-0.61,1.21,0.89,0.45,SDHAP1,ENSG00000185485,,
chr15,67299606,67301301,+,4.09,1.13,1.86,7.14,1.91,1.90,4.90,1.13,2.11,3.86,3.38,-0.19,21.57,185.05,-3.10,4.62,1.32,1.81,4.25,3.70,0.20,1.36,0.77,0.81,AAGAB,ENSG00000103591,,
chr15,77657473,77660999,+,1.20,1.33,-0.16,1.64,1.52,0.10,4.92,1.48,1.74,2.20,0.77,-1.51,21.57,515.87,-4.58,1.34,1.14,0.23,0.80,2.56,-1.67,1.74,0.97,0.84,LINGO1-AS2,ENSG00000259281,,
chr7,28263206,28264380,+,2.12,1.04,1.02,3.68,1.87,0.98,3.55,1.07,1.74,2.47,2.54,0.04,21.56,207.55,-3.27,2.98,1.37,1.12,2.31,4.16,-0.85,1.18,0.63,0.90,CREB5,ENSG00000146592,,
chr5,154635331,154637681,+,2.24,1.83,0.29,3.93,3.38,0.22,4.33,2.03,1.09,4.68,2.34,-1.00,21.55,445.89,-4.37,2.74,2.14,0.36,3.02,8.33,-1.47,0.96,1.05,-0.13,MIR3141,ENSG00000264760,,
chr8,17720924,17724514,+,3.08,2.80,0.13,5.42,5.06,0.10,3.89,1.47,1.40,9.15,2.76,-1.73,21.55,356.59,-4.05,3.80,3.07,0.31,4.09,12.55,-1.62,1.21,1.17,0.05,MTUS1,ENSG00000129422,,
chr6,107729160,107731195,+,3.12,1.74,0.84,4.21,3.12,0.43,4.22,1.48,1.51,4.62,2.39,-0.95,21.51,488.43,-4.50,3.06,1.63,0.90,2.56,5.47,-1.09,1.34,0.92,0.54,SCML4,ENSG00000146285,,
chr5,149938827,149944555,+,2.59,1.81,0.52,3.76,2.68,0.49,5.22,1.38,1.92,3.26,2.19,-0.57,21.51,526.21,-4.61,3.14,1.49,1.08,2.27,5.05,-1.15,1.52,1.30,0.23,PDE6A,ENSG00000132915,,
chr17,39843177,39849840,+,2.55,2.59,-0.02,4.72,4.39,0.10,4.94,2.10,1.24,7.01,3.01,-1.22,21.46,438.39,-4.35,3.12,2.41,0.37,2.96,9.55,-1.69,1.18,0.89,0.40,IKZF3,ENSG00000161405,,
chr8,28082054,28083597,+,2.01,1.81,0.15,2.93,3.19,-0.12,2.84,1.14,1.31,4.04,1.58,-1.35,21.44,438.09,-4.35,1.97,1.56,0.33,1.77,5.37,-1.60,0.99,0.89,0.16,NUGGC,ENSG00000189233,,
chr15,74558418,74559606,+,2.17,0.78,1.47,3.76,1.38,1.44,4.37,0.87,2.33,2.17,2.38,0.13,21.43,53.96,-1.33,2.92,1.10,1.41,1.92,2.13,-0.15,1.51,0.90,0.75,ARID3B,ENSG00000179361,,
chr16,1142818,1146670,+,3.33,2.41,0.47,2.38,2.33,0.03,6.32,3.17,0.99,3.70,1.57,-1.23,21.43,546.77,-4.67,2.74,2.09,0.39,1.27,2.80,-1.14,6.12,3.20,0.94,CACNA1H,ENSG00000196557,,
chr1,28290624,28297604,+,2.05,1.11,0.88,3.29,2.28,0.53,5.01,0.98,2.36,3.68,1.80,-1.03,21.42,234.55,-3.45,2.62,1.43,0.87,2.26,3.71,-0.71,1.58,1.02,0.64,SESN2,ENSG00000130766,,
chr1,62295912,62300853,+,3.04,1.56,0.96,4.48,3.42,0.39,6.48,1.63,1.99,4.17,2.25,-0.89,21.38,414.47,-4.28,3.90,1.90,1.04,2.62,4.83,-0.88,2.67,1.42,0.91,KANK4,ENSG00000132854,,
chr6,125313649,125316768,+,7.76,2.55,1.60,10.25,3.94,1.38,7.37,1.83,2.01,6.48,7.91,0.29,21.37,77.03,-1.85,9.05,4.80,0.91,8.97,10.58,-0.24,3.93,3.21,0.29,HDDC2,ENSG00000111906,,
chr6,158678957,158681218,+,3.54,1.46,1.28,4.32,2.66,0.70,3.76,1.26,1.57,3.15,2.91,-0.11,21.35,291.23,-3.77,3.24,1.25,1.37,2.90,3.88,-0.42,1.31,0.82,0.68,SYTL3,ENSG00000164674,,
chr22,37505174,37508841,+,1.79,1.29,0.47,2.20,1.44,0.60,4.49,1.49,1.59,2.90,1.29,-1.17,21.32,273.75,-3.68,1.95,1.21,0.69,1.16,2.77,-1.26,2.16,1.01,1.10,CARD10,ENSG00000100065,,
chr9,132543398,132544909,+,2.07,1.83,0.18,2.42,2.48,-0.03,4.35,1.77,1.30,4.50,1.35,-1.74,21.31,251.72,-3.56,2.13,1.74,0.29,1.70,4.60,-1.44,1.70,1.36,0.32,BARHL1,ENSG00000125492,,
chr2,127569319,127572823,+,1.48,1.58,-0.09,1.84,2.39,-0.37,3.46,1.81,0.94,3.44,1.05,-1.71,21.30,721.36,-5.08,1.44,1.57,-0.12,1.32,5.46,-2.04,1.15,1.08,0.09,LOC105373609,,,
chr3,193960248,193963480,+,2.35,1.63,0.53,3.04,2.45,0.31,4.34,1.72,1.33,3.96,2.00,-0.98,21.30,260.85,-3.61,2.59,1.82,0.51,2.17,4.91,-1.18,2.11,1.87,0.17,DPPA2P3,,,
chr22,45893309,45898621,+,1.31,1.33,-0.02,1.65,1.78,-0.11,4.96,1.31,1.92,2.03,0.90,-1.17,21.28,170.22,-3.00,1.67,1.67,0.00,0.98,2.79,-1.51,1.95,1.45,0.43,WNT7B,ENSG00000188064,,
chr3,123982424,123984896,+,2.32,1.59,0.55,3.15,2.68,0.23,3.11,1.67,0.90,4.10,1.58,-1.38,21.28,540.35,-4.67,2.11,1.95,0.11,2.38,6.13,-1.37,1.21,1.06,0.20,ROPN1,ENSG00000065371,,
chr1,28306331,28307441,+,1.76,1.12,0.65,3.34,1.73,0.95,5.33,1.15,2.21,2.35,1.92,-0.29,21.27,237.71,-3.48,2.89,1.20,1.27,1.86,4.02,-1.12,1.30,0.72,0.85,MED18,ENSG00000130772,,
chr9,121481710,121486402,+,1.72,1.18,0.54,2.59,2.07,0.32,4.29,0.91,2.24,2.29,1.36,-0.75,21.25,212.46,-3.32,2.05,1.23,0.74,1.39,3.46,-1.32,1.02,1.01,0.01,GGTA1P,ENSG00000204136,,
chr1,201468756,201470545,+,1.83,1.51,0.28,2.05,1.87,0.13,3.22,2.02,0.67,2.93,1.09,-1.42,21.23,635.85,-4.90,1.69,1.17,0.53,1.37,3.75,-1.46,2.35,1.32,0.83,PHLDA3,ENSG00000174307,,
chr5,139783156,139785700,+,3.02,2.05,0.56,3.67,2.22,0.72,6.22,2.29,1.44,3.10,1.91,-0.70,21.23,334.71,-3.98,2.86,1.58,0.86,2.32,4.35,-0.90,2.61,1.53,0.77,PSD2,ENSG00000146005,,
chr1,201925449,201928842,+,1.66,2.34,-0.49,2.80,3.92,-0.49,4.60,2.16,1.09,5.93,1.51,-1.97,21.22,741.11,-5.13,2.33,2.82,-0.27,1.43,6.33,-2.15,1.52,1.43,0.09,LMOD1,ENSG00000163431,,
chr8,8988744,8989930,+,3.41,1.73,0.98,5.36,2.90,0.88,3.20,1.11,1.52,4.36,2.73,-0.68,21.22,314.54,-3.89,3.75,1.48,1.34,3.50,6.59,-0.91,1.31,0.89,0.55,ERI1,ENSG00000104626,,
chr1,237040031,237042158,+,2.13,2.52,-0.24,3.02,3.47,-0.20,4.32,3.45,0.32,5.13,2.19,-1.23,21.22,558.50,-4.72,2.67,2.20,0.28,2.15,7.75,-1.85,1.37,1.41,-0.04,RYR2,ENSG00000198626,,
chr4,174520718,174523704,+,2.79,1.31,1.10,5.11,2.66,0.94,3.78,1.10,1.78,4.04,2.73,-0.56,21.18,194.43,-3.20,3.14,1.47,1.09,3.67,6.22,-0.76,1.58,0.92,0.78,HPGD,ENSG00000164120,,
chr1,182940061,182942712,+,4.00,1.96,1.03,7.14,4.03,0.82,3.16,1.48,1.10,6.03,3.85,-0.65,21.18,348.08,-4.04,4.38,2.39,0.87,4.64,8.09,-0.80,1.29,0.93,0.48,SHCBP1L,ENSG00000157060,,
chr16,24530540,24533382,+,2.57,1.91,0.43,5.17,4.02,0.36,4.20,1.57,1.42,5.31,2.93,-0.86,21.17,367.42,-4.12,3.91,1.73,1.17,2.71,7.02,-1.37,1.12,0.88,0.35,RBBP6,ENSG00000122257,,
chr17,48955921,48957279,+,3.21,3.24,-0.01,3.98,4.90,-0.30,3.41,2.66,0.36,7.19,2.22,-1.69,21.16,461.80,-4.45,2.81,2.51,0.16,2.35,7.48,-1.67,1.25,1.25,-0.01,SNF8,ENSG00000159210,,
chr7,28181016,28184970,+,3.25,2.13,0.61,3.83,2.77,0.47,5.46,1.72,1.67,5.07,2.36,-1.10,21.15,318.42,-3.91,3.30,2.19,0.59,2.45,4.73,-0.95,2.05,0.96,1.09,JAZF1,ENSG00000153814,,
chr17,30291289,30296774,+,2.94,2.28,0.37,3.68,3.76,-0.03,6.50,2.03,1.68,5.33,2.33,-1.19,21.12,254.78,-3.59,4.04,2.23,0.86,2.30,7.30,-1.67,2.22,1.70,0.39,BLMH,ENSG00000108578,,
chr15,75274361,75274846,+,3.10,2.47,0.33,3.73,2.70,0.47,3.37,1.67,1.01,4.01,2.16,-0.89,21.10,404.24,-4.26,2.87,1.50,0.93,2.85,5.70,-1.00,2.41,1.08,1.16,GOLGA6D,ENSG00000140478,,
chr12,65279101,65281511,+,3.16,2.64,0.26,4.59,4.36,0.08,3.79,1.97,0.94,6.77,2.95,-1.20,21.08,378.01,-4.16,3.84,2.66,0.53,3.33,10.01,-1.59,1.23,1.34,-0.13,MSRB3,ENSG00000174099,,
chr11,46164355,46164953,+,2.06,1.30,0.67,3.23,2.29,0.50,3.05,0.96,1.66,2.80,1.51,-0.89,21.06,325.51,-3.95,2.36,1.46,0.69,1.62,4.12,-1.34,0.96,0.83,0.20,LOC101928894,ENSG00000255314,,
chr15,78511618,78514364,+,2.89,1.77,0.70,4.86,2.53,0.94,5.17,1.47,1.81,5.17,2.53,-1.03,21.05,335.50,-3.99,3.24,1.77,0.87,2.61,4.86,-0.90,1.43,1.05,0.45,HYKK,ENSG00000188266,,
chr6,28474375,28479978,+,2.85,2.83,0.01,4.26,5.14,-0.27,6.23,2.00,1.64,7.36,2.69,-1.45,21.05,441.21,-4.39,3.61,2.48,0.54,2.53,9.38,-1.89,2.16,2.61,-0.27,ZSCAN23,ENSG00000187987,,
chr10,110680814,110683615,+,3.48,2.89,0.27,5.77,4.19,0.46,3.79,2.00,0.93,7.62,2.58,-1.56,21.03,610.20,-4.86,3.37,2.05,0.71,3.17,9.59,-1.59,1.25,1.04,0.27,RBM20,ENSG00000203867,,
chr2,201830549,201832371,+,3.80,1.18,1.69,4.98,1.98,1.33,3.63,1.17,1.63,3.48,2.84,-0.29,21.02,225.93,-3.43,3.71,1.51,1.30,2.76,4.68,-0.76,1.39,0.96,0.54,CDK15,ENSG00000138395,,
chr8,96160067,96161462,+,2.21,2.58,-0.23,2.97,3.63,-0.29,3.84,3.01,0.35,5.62,1.43,-1.98,21.02,415.08,-4.30,2.15,2.17,-0.01,1.68,6.99,-2.06,2.51,1.13,1.16,GDF6,ENSG00000156466,,
chr4,46387928,46392624,+,2.39,1.14,1.07,3.19,2.17,0.56,3.77,1.27,1.57,2.88,1.91,-0.59,21.01,141.52,-2.75,2.36,1.29,0.88,2.63,4.82,-0.87,1.07,0.86,0.31,GABRA2,ENSG00000151834,,
chr14,99268529,99270368,+,2.45,1.46,0.74,2.45,1.91,0.36,4.13,2.38,0.80,3.25,1.59,-1.03,21.01,314.60,-3.90,2.51,1.52,0.72,2.11,4.54,-1.11,3.20,1.05,1.60,BCL11B,ENSG00000127152,,
chr12,106310112,106312284,+,2.46,2.17,0.18,3.96,3.20,0.31,4.30,1.59,1.44,7.16,2.30,-1.64,21.00,674.01,-5.00,3.24,2.30,0.50,2.70,6.45,-1.26,1.11,1.21,-0.13,TCP11L2,ENSG00000166046,,
chr17,1258944,1262703,+,2.42,2.26,0.10,2.69,2.66,0.02,5.18,1.76,1.56,4.19,1.73,-1.27,20.97,225.90,-3.43,2.33,2.18,0.10,1.84,4.80,-1.38,2.30,2.03,0.18,BHLHA9,ENSG00000205899,,
chr15,76310445,76314328,+,3.74,1.92,0.96,4.36,2.42,0.85,4.10,1.77,1.21,4.05,2.60,-0.64,20.96,327.57,-3.97,3.76,2.15,0.80,2.98,4.32,-0.54,2.37,1.80,0.40,ETFA,ENSG00000140374,,
chr14,104914594,104917558,+,1.61,0.91,0.83,2.71,2.02,0.43,3.71,1.31,1.50,2.83,1.32,-1.10,20.96,295.21,-3.82,2.33,1.56,0.57,1.59,3.09,-0.96,1.07,0.84,0.34,PLD4,ENSG00000166428,,
chr4,189052355,189055019,+,2.43,1.06,1.20,3.95,2.24,0.82,2.65,1.13,1.23,3.06,2.49,-0.29,20.95,180.01,-3.10,2.81,1.18,1.25,2.77,4.91,-0.82,0.93,0.83,0.17,LINC02508,ENSG00000251619,,
