ModelID,CellLineName,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,OncotreeCode
ACH-002460,HT144 SKIN FV2,Skin,Melanoma,Melanoma,MEL
ACH-002461,RVH421 SKIN FV1,Skin,Melanoma,Melanoma,MEL
ACH-002462,RPE1-ss48,Eye,Non-Cancerous,"Immortalized Epithelial Cells, Retinal",
ACH-002463,RPE1-ss77,Eye,Non-Cancerous,"Immortalized Epithelial Cells, Retinal",
ACH-002464,RPE1-ss6,Eye,Non-Cancerous,"Immortalized Epithelial Cells, Retinal",
ACH-002465,RPE1-ss119,Eye,Non-Cancerous,"Immortalized Epithelial Cells, Retinal",
ACH-002466,RPE1-ss111,Eye,Non-Cancerous,"Immortalized Epithelial Cells, Retinal",
ACH-002467,RPE1-ss51,Eye,Non-Cancerous,"Immortalized Epithelial Cells, Retinal",
ACH-002471,OS052,Bone,Osteosarcoma,Osteosarcoma,OS
ACH-002475,HAP1,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",CMLBCRABL1
ACH-002478,BC-2,Lymphoid,Mature B-Cell Neoplasms,Primary Effusion Lymphoma,PEL
ACH-002485,MAVER-1,Lymphoid,Mature B-Cell Neoplasms,Mantle Cell Lymphoma,MCL
ACH-002486,MES-OV,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,SOC
ACH-002490,NCI-H1882,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-002497,NCI-H920,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-002500,Z-138,Lymphoid,Mature B-Cell Neoplasms,Mantle Cell Lymphoma,MCL
ACH-002508,WM3211,Skin,Melanoma,Acral Melanoma,ACRM
ACH-002509,WM4235,Skin,Melanoma,Acral Melanoma,ACRM
ACH-002510,M040416,Skin,Melanoma,Acral Melanoma,ACRM
ACH-002511,M140325,Skin,Melanoma,Melanoma,MEL
ACH-002512,MM160113,Skin,Melanoma,Acral Melanoma,ACRM
ACH-002522,SNU-2292,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-002523,SNU-739,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC
ACH-002524,SNU-251,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Endometrioid Ovarian Cancer,EOV
ACH-002526,SNU-1327,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-002531,SNU-2535,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-002533,SNU-482,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC
ACH-002535,SNU-254,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,READ
ACH-002539,SNU-1460,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-002543,SNU-1406,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-002647,CCC-5,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Cholangiocarcinoma,CHOL
ACH-002650,ETCC-016,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-002654,JVE-015,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-002659,JVE-127,Bowel,Colorectal Adenocarcinoma,Mucinous Adenocarcinoma of the Colon and Rectum,MACR
ACH-002660,JVE-187,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-002662,JVE-207,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-002664,JVE-253,Bowel,Colorectal Adenocarcinoma,Mucinous Adenocarcinoma of the Colon and Rectum,MACR
ACH-002669,KP-363T,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-002672,MAPAC-HS-77,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-002677,U-2946,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS
ACH-002678,WILL-1,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS
ACH-002680,170-MG-BA,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-002687,WM3772F,Eye,Ocular Melanoma,Uveal Melanoma,UM
ACH-002693,S462,Peripheral Nervous System,Nerve Sheath Tumor,Malignant Peripheral Nerve Sheath Tumor,MPNST
ACH-002705,IS076P,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,ESCA
ACH-002706,IS076A,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,ESCA
ACH-002710,MPNST-724,Peripheral Nervous System,Nerve Sheath Tumor,Malignant Peripheral Nerve Sheath Tumor,MPNST
ACH-002711,UM-HACC-2A,Head and Neck,Salivary Carcinoma,Adenoid Cystic Carcinoma,ACYC
ACH-002730,CCLF_UPGI_0009_T,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD
ACH-002733,CCLF_UPGI_0040_T,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD
ACH-002736,CCLF_UPGI_0052_T,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Diffuse Type Stomach Adenocarcinoma,DSTAD
ACH-002738,PANFR0420,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-002742,PANFR0233,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-002743,PANFR0368,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-002744,PANFR0402,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-002745,PANFR0069,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-002757,CCLF_UPGI_0068_T,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD
ACH-002780,NCC-ES1-C1,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-002781,NCC-dCS1-C1,Bone,Chondrosarcoma,Dedifferentiated Chondrosarcoma,DDCHS
ACH-002784,NCC-UPS2-C1,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,MFH
ACH-002785,NCC-LMS1-C1,Soft Tissue,Leiomyosarcoma,Leiomyosarcoma,LMS
ACH-002787,NCC-pRMS1-C1,Soft Tissue,Rhabdomyosarcoma,Pleomorphic Rhabdomyosarcoma,PLRMS
ACH-002794,NCC-MFS1-C1,Soft Tissue,Myxofibrosarcoma,Myxofibrosarcoma,MFS
ACH-002799,NCC-MPNST1-C1,Peripheral Nervous System,Nerve Sheath Tumor,Malignant Peripheral Nerve Sheath Tumor,MPNST
ACH-002800,NCC-MPNST2-C1,Peripheral Nervous System,Nerve Sheath Tumor,Malignant Peripheral Nerve Sheath Tumor,MPNST
ACH-002801,NCC-MPNST3-C1,Peripheral Nervous System,Nerve Sheath Tumor,Malignant Peripheral Nerve Sheath Tumor,MPNST
ACH-002806,TB096,CNS/Brain,Diffuse Glioma,Anaplastic Astrocytoma,AASTR
ACH-002834,OS384,Bone,Osteosarcoma,Osteosarcoma,OS
ACH-002835,CCLF_UPGI_0011_T,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,ESCA
ACH-002837,CCLF_UPGI_0015_T,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,ESCA
ACH-002839,CCLF_CORE_0002_T,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-002847,YUHOIN,Skin,Melanoma,Melanoma,MEL
ACH-002871,CCLF_UPGI_0054_T,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,ESCA
ACH-002883,IPM-BO-053,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,ILC
ACH-002884,IPM-BO-055,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,ILC
ACH-002885,IPM-BO-056,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-002921,BCK4,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,ILC
ACH-002922,SK-N-MM,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-002925,UPMM3,Eye,Ocular Melanoma,Uveal Melanoma,UM
ACH-002926,UPMD1,Eye,Ocular Melanoma,Uveal Melanoma,UM
ACH-002928,MM100511,Skin,Melanoma,Acral Melanoma,ACRM
ACH-002950,NH93T,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA
ACH-002951,NH84T,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA
ACH-002954,CCLF_UPGI_0012_T,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,ESCA
ACH-002967,CCLF_UPGI_0036_T,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD
ACH-002968,CCLF_UPGI_0041_T,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD
ACH-002972,CCLF_UPGI_0085_T,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD
ACH-002979,CCLF_UPGI_0101_T,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Diffuse Type Stomach Adenocarcinoma,DSTAD
ACH-002981,CCLF_UPGI_0027_T,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,ESCA
ACH-002996,CI34601,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,NSCLC
ACH-003012,A549_CRAF_KD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-003019,LASCPC-01,Prostate,Prostate Neuroendocrine Carcinoma,Prostate Neuroendocrine Carcinoma,PRNE
ACH-003071,NCI-H748,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-003099,UCSF-OT-1109,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-003100,EJ-1,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS
ACH-003105,VMM917,Skin,Melanoma,Melanoma,MEL
ACH-003106,RC,Lymphoid,Mature B-Cell Neoplasms,Germinal Center B-Cell Type,GCB
ACH-003107,JMP-1,Lymphoid,Mature B-Cell Neoplasms,Mantle Cell Lymphoma,MCL
ACH-003108,HF,Lymphoid,Mature B-Cell Neoplasms,Germinal Center B-Cell Type,GCB
ACH-003111,Hs 856.T,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,MFH
ACH-003119,NCI-H1450,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-003120,NCI-H1607,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-003121,NCI-H2679,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-003125,ASPS-KY,Soft Tissue,Alveolar Soft Part Sarcoma,Alveolar Soft Part Sarcoma,ASPS
ACH-003132,ABM-T0009,,Non-Cancerous,Immortalized Human Intervertebral Disc Cartilage Endplate-derived Stem Cells,
ACH-003133,ABM-T0021,,Non-Cancerous,Immortalized Human Chondrocytes,
ACH-003134,ABM-T0168,,Non-Cancerous,Immortalized Human Pancreatic Mesenchymal Stem Cells - hTERT,
ACH-003135,ABM-T0280,CNS/Brain,Non-Cancerous,"Immortalized Astrocytes, Fetal",
ACH-003136,ABM-T0023,,Non-Cancerous,Immortalized Human Chondrocytes – hTERT,
ACH-003137,ABM-T0281,CNS/Brain,Non-Cancerous,"Immortalized Astrocytes, Fetal",
ACH-003138,ABM-T0292,CNS/Brain,Non-Cancerous,"Immortalized Endothelial Cells, Endoneurial",
ACH-003139,ABM-T0457,Muscle,Non-Cancerous,Immortalized Cardiomyocytes,
ACH-003141,ABM-T0557,Muscle,Non-Cancerous,"immortalized Smooth Muscle Cells, Coronary artery",
ACH-003142,ABM-T0558,Muscle,Non-Cancerous,"Immortalized Smooth Muscle Cells, Pulmonary artery",
ACH-003143,ABM-T0616,Kidney,Non-Cancerous,"Immortalized Epithelial Cells, Renal",
ACH-003145,ABM-T0725,Embryonal,Non-Cancerous,"Immortalized Endothelial Cells, Umbilical Vein",
ACH-003147,ABM-T0732,,Non-Cancerous,Immortalized Submandibular Gland Cells,
ACH-003148,ABM-T0781,CNS/Brain,Non-Cancerous,Immortalized Neuronal Progenitor Cells,
ACH-003149,ABM-T0782,Muscle,Non-Cancerous,Immortalized Skeletal Muscle Cells,
ACH-003150,ABM-T0783,CNS/Brain,Non-Cancerous,"Immortalized Astrocytes, Adult",
ACH-003152,ABM-T0796,Lung,Non-Cancerous,"Immortalized Epithelial Cells, Lung",
ACH-003153,ABM-T0794,Lung,Non-Cancerous,"Immortalized Epithelial Cells, Lung",
ACH-003154,ABM-T0795,Lung,Non-Cancerous,"Immortalized Epithelial Cells, Lung",
ACH-003155,ABM-T0789,Liver,Non-Cancerous,"Immortalized Liver Cells, Fetal",
ACH-003156,ABM-T0797,Lung,Non-Cancerous,"Immortalized Epithelial Cells, Lung",
ACH-003157,ABM-T0822,Lung,Non-Cancerous,Immortalized MPLC Cells,
ACH-003158,ABM-T9220,Muscle,Non-Cancerous,"Immortalized Smooth Muscle Cells, Intestinal",
ACH-003159,ABM-T9233,Hair,Non-Cancerous,Immortalized Hair Follicle Inner Root Sheath Cells,
ACH-003160,ABM-T9249,Hair,Non-Cancerous,Immortalized Hair Germinal Matrix Cells,
ACH-003161,ABM-T9430,Pancreas,Non-Cancerous,Immortalized Pancreatic Stromal Cells,
ACH-003181,NRH-LMS1,Soft Tissue,Leiomyosarcoma,Leiomyosarcoma,LMS
ACH-003183,NRH-MFS3,Soft Tissue,Myxofibrosarcoma,Myxofibrosarcoma,MFS
ACH-003184,NRH-LMS2,Soft Tissue,Leiomyosarcoma,Leiomyosarcoma,LMS
ACH-003191,NRH-GCT2,Bone,Giant Cell Tumor of Bone,Giant Cell Tumor of Bone,GCTB
